0	82.565385285828	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07
1e+07	1e+07	170.138944745684	348.016164223577	599.794977027456	912.57528390649	1294.95326358784	1746.9289693883	2238.40261191357	2790.87295356196	3404.33995417852	4078.80356031748	4814.26372207086	5610.72039861561	6412.2736167915	7326.42321797085	8301.56927037312	9268.91177969031	10288.6507060924	11438.1860369088	12567.0177960046	13748.2459677618	15072.1705472736	16362.4915433189	17705.2089499695	19100.3227669054	20547.8329938745	22047.7396306794	23600.0426771675	25325.1421327394	26986.5379983881	28700.3302734103	30466.5189577603	32285.1040514041	34014.1855544255	35933.263466555	37904.7377879238	39928.6085185188	31186.0775610386	26486.4633040609	26526.2530855146	27048.4307522944	27739.1051653871	28611.1510330518	29492.6083333197	30383.4788001582	31477.1802535416	32588.8807545842	33718.5803070864	34866.2789123538	36031.9765693394
1e+07	1e+07	1e+07	170.138944745684	348.016164223577	599.794977027456	912.57528390649	1294.95326358784	1746.9289693883	2238.40261191357	2790.87295356196	3404.33995417852	4078.80356031748	4814.26372207086	5610.72039861561	6412.2736167915	7326.42321797085	8301.56927037312	9268.91177969031	10288.6507060924	11438.1860369088	12567.0177960046	13748.2459677618	15072.1705472736	16362.4915433189	17705.2089499695	19100.3227669054	20547.8329938745	22047.7396306794	23600.0426771675	25325.1421327394	26986.5379983881	28700.3302734103	30466.5189577603	32285.1040514041	34014.1855544255	35933.263466555	37904.7377879238	39928.6085185188	31186.0775610386	26486.4633040609	26526.2530855146	27048.4307522944	27739.1051653871	28611.1510330518	29492.6083333197	30383.4788001582	31477.1802535416	32588.8807545842	33718.5803070864	34866.2789123538
1e+07	1e+07	1e+07	1e+07	170.138944745684	348.016164223577	599.794977027456	912.57528390649	1294.95326358784	1746.9289693883	2238.40261191357	2790.87295356196	3404.33995417852	4078.80356031748	4814.26372207086	5610.72039861561	6412.2736167915	7326.42321797085	8301.56927037312	9268.91177969031	10288.6507060924	11438.1860369088	12567.0177960046	13748.2459677618	15072.1705472736	16362.4915433189	17705.2089499695	19100.3227669054	20547.8329938745	22047.7396306794	23600.0426771675	25325.1421327394	26986.5379983881	28700.3302734103	30466.5189577603	32285.1040514041	34014.1855544255	35933.263466555	37904.7377879238	39928.6085185188	31186.0775610386	26486.4633040609	26526.2530855146	27048.4307522944	27739.1051653871	28611.1510330518	29492.6083333197	30383.4788001582	31477.1802535416	32588.8807545842	33718.5803070864
1e+07	1e+07	1e+07	1e+07	1e+07	170.138944745684	348.016164223577	599.794977027456	912.57528390649	1294.95326358784	1746.9289693883	2238.40261191357	2790.87295356196	3404.33995417852	4078.80356031748	4814.26372207086	5610.72039861561	6412.2736167915	7326.42321797085	8301.56927037312	9268.91177969031	10288.6507060924	11438.1860369088	12567.0177960046	13748.2459677618	15072.1705472736	16362.4915433189	17705.2089499695	19100.3227669054	20547.8329938745	22047.7396306794	23600.0426771675	25325.1421327394	26986.5379983881	28700.3302734103	30466.5189577603	32285.1040514041	34014.1855544255	35933.263466555	37904.7377879238	39928.6085185188	31186.0775610386	26486.4633040609	26526.2530855146	27048.4307522944	27739.1051653871	28611.1510330518	29492.6083333197	30383.4788001582	31477.1802535416	32588.8807545842
1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	170.138944745684	348.016164223577	599.794977027456	912.57528390649	1294.95326358784	1746.9289693883	2238.40261191357	2790.87295356196	3404.33995417852	4078.80356031748	4814.26372207086	5610.72039861561	6412.2736167915	7326.42321797085	8301.56927037312	9268.91177969031	10288.6507060924	11438.1860369088	12567.0177960046	13748.2459677618	15072.1705472736	16362.4915433189	17705.2089499695	19100.3227669054	20547.8329938745	22047.7396306794	23600.0426771675	25325.1421327394	26986.5379983881	28700.3302734103	30466.5189577603	32285.1040514041	34014.1855544255	35933.263466555	37904.7377879238	39928.6085185188	31186.0775610386	26486.4633040609	26526.2530855146	27048.4307522944	27739.1051653871	28611.1510330518	29492.6083333197	30383.4788001582	31477.1802535416
1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	170.138944745684	348.016164223577	599.794977027456	912.57528390649	1294.95326358784	1746.9289693883	2238.40261191357	2790.87295356196	3404.33995417852	4078.80356031748	4814.26372207086	5610.72039861561	6412.2736167915	7326.42321797085	8301.56927037312	9268.91177969031	10288.6507060924	11438.1860369088	12567.0177960046	13748.2459677618	15072.1705472736	16362.4915433189	17705.2089499695	19100.3227669054	20547.8329938745	22047.7396306794	23600.0426771675	25325.1421327394	26986.5379983881	28700.3302734103	30466.5189577603	32285.1040514041	34014.1855544255	35933.263466555	37904.7377879238	39928.6085185188	31186.0775610386	26486.4633040609	26526.2530855146	27048.4307522944	27739.1051653871	28611.1510330518	29492.6083333197	30383.4788001582
1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	170.138944745684	348.016164223577	599.794977027456	912.57528390649	1294.95326358784	1746.9289693883	2238.40261191357	2790.87295356196	3404.33995417852	4078.80356031748	4814.26372207086	5610.72039861561	6412.2736167915	7326.42321797085	8301.56927037312	9268.91177969031	10288.6507060924	11438.1860369088	12567.0177960046	13748.2459677618	15072.1705472736	16362.4915433189	17705.2089499695	19100.3227669054	20547.8329938745	22047.7396306794	23600.0426771675	25325.1421327394	26986.5379983881	28700.3302734103	30466.5189577603	32285.1040514041	34014.1855544255	35933.263466555	37904.7377879238	39928.6085185188	31186.0775610386	26486.4633040609	26526.2530855146	27048.4307522944	27739.1051653871	28611.1510330518	29492.6083333197
1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	170.138944745684	348.016164223577	599.794977027456	912.57528390649	1294.95326358784	1746.9289693883	2238.40261191357	2790.87295356196	3404.33995417852	4078.80356031748	4814.26372207086	5610.72039861561	6412.2736167915	7326.42321797085	8301.56927037312	9268.91177969031	10288.6507060924	11438.1860369088	12567.0177960046	13748.2459677618	15072.1705472736	16362.4915433189	17705.2089499695	19100.3227669054	20547.8329938745	22047.7396306794	23600.0426771675	25325.1421327394	26986.5379983881	28700.3302734103	30466.5189577603	32285.1040514041	34014.1855544255	35933.263466555	37904.7377879238	39928.6085185188	31186.0775610386	26486.4633040609	26526.2530855146	27048.4307522944	27739.1051653871	28611.1510330518
1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	1e+07	170.138944745684	348.016164223577	599.794977027456	912.57528390649	1294.95326358784	1746.9289693883	2238.40261191357	2790.87295356196	3404.33995417852	4078.80356031748	4814.26372207086	5610.72039861561	6412.2736167915	7326.42321797085	8301.56927037312	9268.91177969031	10288.6507060924	11438.1860369088	12567.0177960046	13748.2459677618	15072.1705472736	16362.4915433189	17705.2089499695	19100.3227669054	20547.8329938745	22047.7396306794	23600.0426771675	25325.1421327394	26986.5379983881	28700.3302734103	30466.5189577603	32285.1040514041	34014.1855544255	35933.263466555	37904.7377879238	39928.6085185188	31186.0775610386	26486.4633040609	26526.2530855146	27048.4307522944	27739.1051653871
