Runtimes:
Runtimes dpamult for Q:
1 0.001
10 0.002
20 0.001
Runtime dpaunc: 0
Runtimes MIP:
Min: 0.004
Max: 0.075
Avg: 0.0329474

Objective values for each no of shipment periods and method:
1 27384.2 27384.2 27384.2 27384.2 27384.2 27384.2 
2 14499.7 14499.7 14499.7 14499.7 15008.7 14499.7 
3 10487.1 10487.1 10487.1 10487.1 12304.2 10487.1 
4 9331.85 9331.85 9331.85 9331.85 11637.2 9331.85 
5 8943.37 8943.37 8943.37 8943.37 13217.4 8961.25 
6 8572.76 8572.76 8572.76 8572.76 15122.3 8572.76 

Optimality gap (in %) statistics min/max/avg for each method: 
Method 1: 0 0 0
Method 2: 0 0 0
Method 3: 0 0 0
Method 4: 0 76.3991 28.2885
Method 5: 0 0.199878 0.0333129

Objective of JRP found by using curve for each method
Method 0: Obj 11149.7, setups 4
Method 1: Obj 11149.7, setups 4
Method 2: Obj 11149.7, setups 4
Method 3: Obj 11149.7, setups 4
Method 4: Obj 13455.1, setups 4
Method 5: Obj 11149.7, setups 4

Optimal solution for each no of shipment periods, item and period:
Shipments 1:
1 0 0 0 0 0 
1 0 0 0 0 0 
1 0 0 0 0 0 
1 0 0 0 0 0 
1 0 0 0 0 0 
1 0 0 0 0 0 
1 0 0 0 0 0 
1 0 0 0 0 0 
1 0 0 0 0 0 
1 0 0 0 0 0 
1 0 0 0 0 0 
1 0 0 0 0 0 
1 0 0 0 0 0 
1 0 0 0 0 0 
1 0 0 0 0 0 
1 0 0 0 0 0 
1 0 0 0 0 0 
1 0 0 0 0 0 
1 0 0 0 0 0 
1 0 0 0 0 0 
1 0 0 0 0 0 
1 0 0 0 0 0 
1 0 0 0 0 0 
1 0 0 0 0 0 
1 0 0 0 0 0 
1 0 0 0 0 0 
1 0 0 0 0 0 
1 0 0 0 0 0 
1 0 0 0 0 0 
1 0 0 0 0 0 
1 0 0 0 0 0 
1 0 0 0 0 0 
1 0 0 0 0 0 
1 0 0 0 0 0 
1 0 0 0 0 0 
1 0 0 0 0 0 
1 0 0 0 0 0 
1 0 0 0 0 0 
1 0 0 0 0 0 
1 0 0 0 0 0 

Shipments 2:
1 0 0 1 0 0 
1 0 0 1 0 0 
1 0 0 1 0 0 
1 0 0 1 0 0 
1 0 0 1 0 0 
1 0 0 1 0 0 
1 0 0 0 0 0 
1 0 0 0 0 0 
1 0 0 1 0 0 
1 0 0 0 0 0 
1 0 0 1 0 0 
1 0 0 1 0 0 
1 0 0 0 0 0 
1 0 0 1 0 0 
1 0 0 1 0 0 
1 0 0 1 0 0 
1 0 0 1 0 0 
1 0 0 0 0 0 
1 0 0 1 0 0 
1 0 0 1 0 0 
1 0 0 1 0 0 
1 0 0 1 0 0 
1 0 0 0 0 0 
1 0 0 1 0 0 
1 0 0 0 0 0 
1 0 0 1 0 0 
1 0 0 1 0 0 
1 0 0 1 0 0 
1 0 0 1 0 0 
1 0 0 1 0 0 
1 0 0 0 0 0 
1 0 0 1 0 0 
1 0 0 1 0 0 
1 0 0 1 0 0 
1 0 0 1 0 0 
1 0 0 1 0 0 
1 0 0 1 0 0 
1 0 0 0 0 0 
1 0 0 1 0 0 
1 0 0 1 0 0 

Shipments 3:
1 0 0 0 0 1 
1 0 0 0 0 1 
1 0 0 0 0 1 
1 0 0 0 0 1 
1 0 0 1 0 0 
1 0 0 1 0 0 
1 0 0 0 0 0 
1 0 0 0 0 0 
1 0 0 1 0 1 
1 0 0 0 0 0 
1 0 0 1 0 1 
1 0 0 1 0 0 
1 0 0 0 0 0 
1 0 0 0 0 1 
1 0 0 1 0 1 
1 0 0 1 0 1 
1 0 0 0 0 1 
1 0 0 0 0 0 
1 0 0 1 0 1 
1 0 0 1 0 0 
1 0 0 1 0 1 
1 0 0 1 0 1 
1 0 0 0 0 0 
1 0 0 1 0 1 
1 0 0 0 0 0 
1 0 0 1 0 1 
1 0 0 1 0 1 
1 0 0 0 0 1 
1 0 0 1 0 1 
1 0 0 0 0 1 
1 0 0 0 0 0 
1 0 0 1 0 1 
1 0 0 1 0 1 
1 0 0 1 0 1 
1 0 0 1 0 1 
1 0 0 1 0 1 
1 0 0 1 0 1 
1 0 0 0 0 0 
1 0 0 1 0 0 
1 0 0 1 0 1 

Shipments 4:
1 1 0 0 0 1 
1 1 0 0 0 1 
1 1 0 0 0 1 
1 0 0 0 0 1 
1 1 0 1 0 0 
1 0 0 1 0 0 
1 1 0 0 0 0 
1 1 0 0 0 0 
1 0 0 1 0 1 
1 1 0 0 0 0 
1 0 0 1 0 1 
1 1 0 1 0 0 
1 1 0 0 0 0 
1 1 0 0 0 1 
1 1 0 1 0 1 
1 0 0 1 0 1 
1 1 0 0 0 1 
1 1 0 0 0 0 
1 1 0 1 0 1 
1 1 0 1 0 0 
1 1 0 0 0 1 
1 1 0 1 0 1 
1 1 0 0 0 0 
1 0 0 1 0 1 
1 1 0 0 0 0 
1 0 0 1 0 1 
1 0 0 1 0 1 
1 0 0 0 0 1 
1 0 0 1 0 1 
1 0 0 0 0 1 
1 0 0 0 0 0 
1 1 0 1 0 1 
1 0 0 1 0 1 
1 0 0 1 0 1 
1 1 0 1 0 1 
1 0 0 1 0 1 
1 1 0 1 0 1 
1 1 0 0 0 0 
1 1 0 1 0 0 
1 1 0 1 0 1 

Shipments 5:
1 1 0 0 0 1 
1 1 0 0 0 1 
1 1 0 0 0 1 
1 0 0 0 0 1 
1 1 0 0 1 0 
1 0 0 1 0 0 
1 1 0 0 0 0 
1 1 0 0 0 0 
1 0 0 1 0 1 
1 1 0 0 0 0 
1 0 0 0 1 1 
1 1 0 1 0 0 
1 1 0 0 0 0 
1 1 0 0 0 1 
1 1 0 1 1 1 
1 0 0 1 0 1 
1 1 0 0 0 1 
1 1 0 0 0 0 
1 1 0 0 1 1 
1 1 0 1 0 0 
1 0 0 0 1 1 
1 1 0 1 0 1 
1 1 0 0 0 0 
1 0 0 1 0 1 
1 1 0 0 0 0 
1 0 0 1 0 1 
1 0 0 1 0 1 
1 0 0 0 0 1 
1 0 0 1 0 1 
1 0 0 0 0 1 
1 0 0 0 0 0 
1 1 0 0 1 1 
1 0 0 1 0 1 
1 0 0 1 0 1 
1 1 0 1 0 1 
1 0 0 1 0 1 
1 1 0 0 1 1 
1 1 0 0 0 0 
1 1 0 1 0 0 
1 1 0 1 0 1 

Shipments 6:
1 1 0 0 0 1 
1 1 1 0 0 1 
1 1 0 0 0 1 
1 0 0 0 0 1 
1 1 0 0 1 0 
1 0 0 1 0 0 
1 1 0 0 0 0 
1 1 0 0 0 0 
1 0 1 1 0 1 
1 1 0 0 0 0 
1 0 0 0 1 1 
1 1 0 1 0 0 
1 1 0 0 0 0 
1 0 1 0 0 1 
1 0 1 1 1 1 
1 0 0 1 0 1 
