100000.000000	500.000000 	540.000000 	620.000000 	740.000000 	900.000000 	1100.000000 	1340.000000 	1620.000000 	1940.000000 	2300.000000 	2700.000000 	3140.000000 	3620.000000 	4140.000000 	4700.000000 	5300.000000 	5940.000000 	6620.000000 	7340.000000 	8100.000000 	8900.000000 	9740.000000 	10620.000000 	11540.000000 	12500.000000 	13500.000000 	14540.000000 	15620.000000 	16740.000000 	17900.000000 	19100.000000 	20340.000000 	21620.000000 	22940.000000 	24300.000000 	25700.000000 	27140.000000 	28620.000000 	30140.000000 	31700.000000 	33300.000000 	34940.000000 	36620.000000 	38340.000000 	40100.000000 	41900.000000 	43740.000000 	45620.000000 	47540.000000 	49500.000000 	
100000.000000	100000.000000	500.000000 	540.000000 	620.000000 	740.000000 	900.000000 	1100.000000 	1340.000000 	1620.000000 	1940.000000 	2300.000000 	2700.000000 	3140.000000 	3620.000000 	4140.000000 	4700.000000 	5300.000000 	5940.000000 	6620.000000 	7340.000000 	8100.000000 	8900.000000 	9740.000000 	10620.000000 	11540.000000 	12500.000000 	13500.000000 	14540.000000 	15620.000000 	16740.000000 	17900.000000 	19100.000000 	20340.000000 	21620.000000 	22940.000000 	24300.000000 	25700.000000 	27140.000000 	28620.000000 	30140.000000 	31700.000000 	33300.000000 	34940.000000 	36620.000000 	38340.000000 	40100.000000 	41900.000000 	43740.000000 	45620.000000 	47540.000000 	
100000.000000	100000.000000	100000.000000	500.000000 	540.000000 	620.000000 	740.000000 	900.000000 	1100.000000 	1340.000000 	1620.000000 	1940.000000 	2300.000000 	2700.000000 	3140.000000 	3620.000000 	4140.000000 	4700.000000 	5300.000000 	5940.000000 	6620.000000 	7340.000000 	8100.000000 	8900.000000 	9740.000000 	10620.000000 	11540.000000 	12500.000000 	13500.000000 	14540.000000 	15620.000000 	16740.000000 	17900.000000 	19100.000000 	20340.000000 	21620.000000 	22940.000000 	24300.000000 	25700.000000 	27140.000000 	28620.000000 	30140.000000 	31700.000000 	33300.000000 	34940.000000 	36620.000000 	38340.000000 	40100.000000 	41900.000000 	43740.000000 	45620.000000 	
100000.000000	100000.000000	100000.000000	100000.000000	500.000000 	540.000000 	620.000000 	740.000000 	900.000000 	1100.000000 	1340.000000 	1620.000000 	1940.000000 	2300.000000 	2700.000000 	3140.000000 	3620.000000 	4140.000000 	4700.000000 	5300.000000 	5940.000000 	6620.000000 	7340.000000 	8100.000000 	8900.000000 	9740.000000 	10620.000000 	11540.000000 	12500.000000 	13500.000000 	14540.000000 	15620.000000 	16740.000000 	17900.000000 	19100.000000 	20340.000000 	21620.000000 	22940.000000 	24300.000000 	25700.000000 	27140.000000 	28620.000000 	30140.000000 	31700.000000 	33300.000000 	34940.000000 	36620.000000 	38340.000000 	40100.000000 	41900.000000 	43740.000000 	
100000.000000	100000.000000	100000.000000	100000.000000	100000.000000	500.000000 	540.000000 	620.000000 	740.000000 	900.000000 	1100.000000 	1340.000000 	1620.000000 	1940.000000 	2300.000000 	2700.000000 	3140.000000 	3620.000000 	4140.000000 	4700.000000 	5300.000000 	5940.000000 	6620.000000 	7340.000000 	8100.000000 	8900.000000 	9740.000000 	10620.000000 	11540.000000 	12500.000000 	13500.000000 	14540.000000 	15620.000000 	16740.000000 	17900.000000 	19100.000000 	20340.000000 	21620.000000 	22940.000000 	24300.000000 	25700.000000 	27140.000000 	28620.000000 	30140.000000 	31700.000000 	33300.000000 	34940.000000 	36620.000000 	38340.000000 	40100.000000 	41900.000000 	
100000.000000	100000.000000	100000.000000	100000.000000	100000.000000	100000.000000	500.000000 	540.000000 	620.000000 	740.000000 	900.000000 	1100.000000 	1340.000000 	1620.000000 	1940.000000 	2300.000000 	2700.000000 	3140.000000 	3620.000000 	4140.000000 	4700.000000 	5300.000000 	5940.000000 	6620.000000 	7340.000000 	8100.000000 	8900.000000 	9740.000000 	10620.000000 	11540.000000 	12500.000000 	13500.000000 	14540.000000 	15620.000000 	16740.000000 	17900.000000 	19100.000000 	20340.000000 	21620.000000 	22940.000000 	24300.000000 	25700.000000 	27140.000000 	28620.000000 	30140.000000 	31700.000000 	33300.000000 	34940.000000 	36620.000000 	38340.000000 	40100.000000 	
100000.000000	100000.000000	100000.000000	100000.000000	100000.000000	100000.000000	100000.000000	500.000000 	540.000000 	620.000000 	740.000000 	900.000000 	1100.000000 	1340.000000 	1620.000000 	1940.000000 	2300.000000 	2700.000000 	3140.000000 	3620.000000 	4140.000000 	4700.000000 	5300.000000 	5940.000000 	6620.000000 	7340.000000 	8100.000000 	8900.000000 	9740.000000 	10620.000000 	11540.000000 	12500.000000 	13500.000000 	14540.000000 	15620.000000 	16740.000000 	17900.000000 	19100.000000 	20340.000000 	21620.000000 	22940.000000 	24300.000000 	25700.000000 	27140.000000 	28620.000000 	30140.000000 	31700.000000 	33300.000000 	34940.000000 	36620.000000 	38340.000000 	
100000.000000	100000.000000	100000.000000	100000.000000	100000.000000	100000.000000	100000.000000	100000.000000	500.000000 	540.000000 	620.000000 	740.000000 	900.000000 	1100.000000 	1340.000000 	1620.000000 	1940.000000 	2300.000000 	2700.000000 	3140.000000 	3620.000000 	4140.000000 	4700.000000 	5300.000000 	5940.000000 	6620.000000 	7340.000000 	8100.000000 	8900.000000 	9740.000000 	10620.000000 	11540.000000 	12500.000000 	13500.000000 	14540.000000 	15620.000000 	16740.000000 	17900.000000 	19100.000000 	20340.000000 	21620.000000 	22940.000000 	24300.000000 	25700.000000 	27140.000000 	28620.000000 	30140.000000 	31700.000000 	33300.000000 	34940.000000 	36620.000000 	
100000.000000	100000.000000	100000.000000	100000.000000	100000.000000	100000.000000	100000.000000	100000.000000	100000.000000	500.000000 	540.000000 	620.000000 	740.000000 	900.000000 	1100.000000 	1340.000000 	1620.000000 	1940.000000 	2300.000000 	2700.000000 	3140.000000 	3620.000000 	4140.000000 	4700.000000 	5300.000000 	5940.000000 	6620.000000 	7340.000000 	8100.000000 	8900.000000 	9740.000000 	10620.000000 	11540.000000 	12500.000000 	13500.000000 	14540.000000 	15620.000000 	16740.000000 	17900.000000 	19100.000000 	20340.000000 	21620.000000 	22940.000000 	24300.000000 	25700.000000 	27140.000000 	28620.000000 	30140.000000 	31700.000000 	33300.000000 	34940.000000 	
100000.000000	100000.000000	100000.000000	100000.000000	100000.000000	100000.000000	100000.000000	100000.000000	100000.000000	100000.000000	500.000000 	540.000000 	620.000000 	740.000000 	900.000000 	1100.000000 	1340.000000 	1620.000000 	1940.000000 	2300.000000 	2700.000000 	3140.000000 	3620.000000 	4140.000000 	4700.000000 	5300.000000 	5940.000000 	6620.000000 	7340.000000 	8100.000000 	8900.000000 	9740.000000 	10620.000000 	11540.000000 	12500.000000 	13500.000000 	14540.000000 	15620.000000 	16740.000000 	17900.000000 	19100.000000 	20340.000000 	21620.000000 	22940.000000 	24300.000000 	25700.000000 	27140.000000 	28620.000000 	30140.000000 	31700.000000 	33300.000000 	
